sampled_at,point_1_latitude,point_1_longitude,point_2_latitude,point_2_longitude,departure_time,duration_driving,duration_transit,fare_value,fare_currency
1601423734,37.76563283735163,-122.40908242187488,37.77571593659478,-122.48862289887249,1601176271,1222,3952,3,USD
1601423734,37.737065839502975,-122.45708393541352,37.7475498881443,-122.4502103861707,1601261803,522,2009,3,USD
1601423734,37.743626729738956,-122.45326602001309,37.75262266610041,-122.41778449286699,1601332858,710,1124,3,USD
1601423735,37.781317985094645,-122.39469546495279,37.780807545490035,-122.40763685369761,1601205373,360,1461,3,USD
1601423735,37.80351813515398,-122.42323056613563,37.71271330556628,-122.42214998171426,1601116804,1369,7420,3,USD
1601423736,37.808895712765676,-122.41549924816397,37.733307169750006,-122.44717057296239,1601178411,1442,4492,8.6,USD
1601423736,37.78779691226936,-122.48118512203969,37.744885127287034,-122.48052455280937,1601218090,869,2721,3,USD
1601423736,37.802308474480874,-122.41334505034196,37.751740332604456,-122.5100434617964,1601325901,1509,5444,3,USD
1601423737,37.78636645721185,-122.45027611993733,37.7957911956401,-122.46616199574211,1601338037,509,1603,3,USD
1601423737,37.712557704803494,-122.42214530672963,37.75269681897907,-122.43513501382516,1601113607,1043,10980,3,USD
1601423737,37.75781995408724,-122.47721798810989,37.775906842839696,-122.43765413480168,1601328363,673,2275,3,USD
1601423738,37.72006513902146,-122.45350193136655,37.780565145407394,-122.42529536981644,1601164485,898,2199,2.6,USD
1601423738,37.748788920067305,-122.43543049418146,37.7266505159964,-122.38663899089065,1601214731,1021,2525,3,USD
1601423739,37.78327849986593,-122.47643403971821,37.784762482782526,-122.49415863955477,1601295407,272,673,3,USD
1601423739,37.80115279900326,-122.39615166401738,37.735949032753304,-122.43320064257969,1601227115,1086,2472,2.6,USD
1601423740,37.7757534450285,-122.40457864845715,37.71218048670558,-122.4482802398469,1601243502,681,3306,3,USD
1601423740,37.72967300190259,-122.38471958992712,37.70885148297797,-122.44181424930485,1601266324,1074,3632,3,USD
1601423741,37.75468510399371,-122.39877909881054,37.78845762208427,-122.4894201933491,1601259622,1496,5229,3,USD
1601423741,37.73552672661374,-122.43620746775508,37.80464710392653,-122.4716676990236,1601157377,1443,4369,7.35,USD
1601423741,37.801728195772526,-122.42148103300671,37.78811170652605,-122.38907234947354,1601304793,1100,2589,4.75,USD
1601423741,37.73523494174657,-122.38572894951186,37.72354710161178,-122.39366189393672,1601349054,410,1140,3,USD
1601423742,37.77931966964393,-122.48384575129727,37.776430537956955,-122.42492334518964,1601145687,862,2712,3,USD
1601423742,37.73412709968257,-122.49559366780905,37.717769578112,-122.48714995470199,1601112065,348,1858,,
1601423743,37.75942065833533,-122.4356730570715,37.72382747753634,-122.37221594613831,1601280917,1343,6554,3,USD
1601423743,37.78293984325451,-122.43645702972645,37.725949025527306,-122.4400772943574,1601208947,970,2806,3,USD
1601423743,37.751240929899105,-122.5078438686401,37.73880147910108,-122.43648073317287,1601331192,1110,4486,3,USD
1601423744,37.773014402853306,-122.47314450974719,37.768679144207965,-122.39227371054176,1601280181,1101,3382,3,USD
1601423744,37.73163835794121,-122.39721596313747,37.79240276767972,-122.458004620603,1601352059,1451,4061,3,USD
1601423744,37.76910921592632,-122.45551998696575,37.716448767072464,-122.4638317746121,1601121655,1000,4775,3,USD
1601423745,37.72464151285589,-122.45200406689172,37.80111653757226,-122.44327195846101,1601109246,1429,15727,3,USD
1601423745,37.72289207115596,-122.41802019819195,37.75837438700461,-122.42446464610569,1601276395,762,2761,3,USD
1601423745,37.75261251717076,-122.41591838138291,37.75281102604295,-122.43262498313243,1601187962,374,1444,,
1601423746,37.713449808210996,-122.48264607534244,37.79861317797732,-122.44434149090193,1601341339,1305,5651,13.25,USD
1601423746,37.720077334429966,-122.4534773042847,37.73622440925636,-122.43155739475986,1601314228,420,1403,2.6,USD
1601423747,37.738521707351964,-122.4753668601849,37.72626493884999,-122.389433740523,1601275249,1008,4128,3,USD
1601423747,37.71388878362717,-122.45435737457672,37.77813938214891,-122.50905882548844,1601170554,1282,4711,3,USD
1601423747,37.78382293439297,-122.47813142399936,37.735241662940886,-122.43921810892843,1601165751,1115,3271,3,USD
1601423748,37.7349426044068,-122.4576403488708,37.758389286086754,-122.49519740262762,1601142450,780,2717,3,USD
1601423748,37.71999011310113,-122.49901803718494,37.76006289342148,-122.42786368556091,1601270690,1238,30849,6.45,USD
1601423748,37.74067052230908,-122.48875711537632,37.72837803899855,-122.48179241517633,1601107421,378,1773,,
1601423749,37.78717099387862,-122.39099412534601,37.789170741136275,-122.4385571731366,1601259227,912,2959,3,USD
1601423749,37.74994550096228,-122.48360281757975,37.7221004244916,-122.50101639225343,1601185157,563,25845,3,USD
1601423749,37.731964085876115,-122.49614122827957,37.71252234430103,-122.38074034058553,1601138847,1082,4477,3,USD
1601423750,37.77909201866189,-122.47749691529346,37.78486865313167,-122.48533796917495,1601263221,252,743,3,USD
1601423750,37.77595186579574,-122.42882714316258,37.75403399347873,-122.38368504261601,1601352815,718,3077,3,USD
1601423751,37.72067599658868,-122.4408638946098,37.72542217077523,-122.38302343404622,1601343506,802,3078,3,USD
1601423751,37.78267719873716,-122.41582004706433,37.74276600103917,-122.45195794399135,1601138578,923,2311,3,USD
1601423751,37.71274078351719,-122.4199441894428,37.74757767998754,-122.44439638033356,1601205504,913,3624,3,USD
1601423752,37.75726026149768,-122.39547718082933,37.78230865256904,-122.45803301154356,1601256730,1198,3716,3,USD
1601423752,37.7882573966433,-122.44883659049339,37.77438247938789,-122.4471054437128,1601262765,318,1955,3,USD
1601423752,37.728502980182895,-122.4222626633472,37.7347524150336,-122.46358500310491,1601105288,678,17905,3,USD
1601423753,37.75147532587016,-122.42552127034152,37.75584348022123,-122.41295514690104,1601304746,425,765,3,USD
1601423753,37.75114358471353,-122.47454088532018,37.79745812218101,-122.4116503394591,1601226289,1426,3728,3,USD
1601423754,37.796148221710126,-122.43087497060124,37.73117320782631,-122.4162215535533,1601266819,971,4132,3,USD
1601423754,37.75407210450792,-122.49413287291843,37.775469451653386,-122.5107824158981,1601129554,478,2563,3,USD
1601423754,37.7508977172501,-122.37711831839778,37.75523656359107,-122.49500595836204,1601193320,1252,5253,3,USD
1601423754,37.757478834917194,-122.4198448283595,37.756144763513994,-122.4266673184275,1601162305,316,868,,
1601423755,37.74066903231556,-122.44789130987932,37.74415064028468,-122.47103577635953,1601295438,439,1948,3,USD
1601423755,37.717447735973195,-122.44945509421264,37.770762277201364,-122.5037224724813,1601108787,1116,15920,3,USD
1601423755,37.71678847905292,-122.3931736104742,37.736961024305536,-122.4365077685513,1601251629,689,2713,3,USD
1601423756,37.71171210264102,-122.49956821989088,37.726054309471635,-122.3708807099017,1601152951,1405,,,
1601423756,37.74868767740551,-122.47246015159052,37.742899099867145,-122.44915461017524,1601222300,568,2285,3,USD
1601423756,37.727484433490226,-122.44085854156752,37.74647680616697,-122.37732807309673,1601184261,587,3765,3,USD
1601423757,37.76743032509892,-122.43191462239467,37.73504823556238,-122.38857173236491,1601282247,877,3691,3,USD
1601423757,37.74456399855275,-122.37866839187036,37.72808848835325,-122.4484534771954,1601113731,716,10853,3,USD
1601423757,37.73552256017741,-122.4339638437183,37.800572459531516,-122.41253375275566,1601212399,1164,3042,3,USD
1601423758,37.77358109840867,-122.41618831427482,37.71879277844336,-122.49907395971096,1601253191,993,5322,6.65,USD
1601423758,37.773364463629655,-122.4332631871101,37.77360314284293,-122.41629923883922,1601318766,368,1432,3,USD
1601423759,37.75165654519039,-122.41510625695813,37.773620354777734,-122.44780507720041,1601209393,887,2744,3,USD
1601423759,37.75452472206258,-122.46373701257785,37.71297134140848,-122.43903242673902,1601227030,875,2615,3,USD
1601423759,37.78303722823529,-122.45237369901514,37.75216073746048,-122.48170551806393,1601211334,820,2751,3,USD
1601423760,37.77342324420699,-122.49093963100839,37.781991698243665,-122.4628957017426,1601131036,494,1589,3,USD
1601423760,37.764172615054456,-122.490722874874,37.717437990525525,-122.45931612702013,1601295002,977,2610,3,USD
1601423767,37.77908247885049,-122.46831061026461,37.73465557846142,-122.4437350109604,1601244608,1011,2356,3,USD
1601423768,37.73050748568627,-122.45963734417303,37.74235102815451,-122.46794640767546,1601352246,307,1575,3,USD
1601423768,37.712096821088274,-122.40911818088931,37.72590506783104,-122.42987483322368,1601173677,467,2048,3,USD
1601423768,37.78583781408895,-122.50218335979748,37.7918156217878,-122.46043690803393,1601214596,792,2478,3,USD
1601423769,37.71402636141709,-122.48478841616749,37.74301784455636,-122.50244823755284,1601277173,448,3473,,
1601423769,37.73508246489739,-122.4146267764428,37.73551708182941,-122.50172128820078,1601155514,842,3774,3,USD
1601423769,37.76818787322991,-122.45226225644633,37.73273601263389,-122.42735732646567,1601223700,862,2794,3,USD
1601423770,37.803126135442625,-122.42206386925938,37.73336068904916,-122.49375901523132,1601304925,1491,4665,3,USD
1601423770,37.7594810624627,-122.38786469244856,37.7798919813712,-122.50847418642705,1601139011,1798,4887,3,USD
1601423771,37.757690760300534,-122.49966770569058,37.771954598540226,-122.49174927207083,1601195539,356,1715,,
1601423771,37.80216778956449,-122.44837551295433,37.724096191626565,-122.42526783414334,1601217806,1430,4850,7.75,USD
1601423771,37.73445750819738,-122.49345453057116,37.75878718087884,-122.46936164454962,1601345451,610,2271,3,USD
1601423772,37.72987146852474,-122.36208990008606,37.78263241597231,-122.41474477585756,1601139254,1055,3102,3,USD
1601423772,37.715455215656,-122.43574806130157,37.77158166857216,-122.41830998160175,1601312889,722,2281,3,USD
1601423773,37.77750597776586,-122.44474106076386,37.74816887456179,-122.42208141302014,1601159960,894,2952,3,USD
1601423773,37.76800131411859,-122.48279210903267,37.71443071297043,-122.39189940721492,1601211937,1573,5336,3,USD
1601423774,37.74751961252329,-122.45382898783718,37.73102213530359,-122.47715053362644,1601159502,517,1776,3,USD
1601423774,37.750498751821304,-122.4973432273987,37.775104369806705,-122.41875298119062,1601197872,1174,3609,3,USD
1601423775,37.7521900212827,-122.4767717390661,37.7562977879106,-122.44867578614699,1601149625,687,3156,3,USD
1601423775,37.75778219255081,-122.40706695904183,37.715914514826096,-122.41399080559975,1601175706,437,2365,3,USD
1601423776,37.73564118536705,-122.40284785051742,37.759648259010966,-122.45717178104621,1601235803,1024,3767,3,USD
1601423776,37.805792746382956,-122.4124123728806,37.746799241389006,-122.41014804846898,1601314873,1071,2902,8.6,USD
1601423776,37.80039735204856,-122.43580515450452,37.77645034677232,-122.40751062349682,1601238361,936,2758,4.75,USD
1601423777,37.78194776285805,-122.50334169678345,37.79819664372335,-122.46029713154513,1601131293,1064,2906,3,USD
1601423777,37.74001503695812,-122.47318325899782,37.78304302760812,-122.45891027641593,1601144757,780,2563,3,USD
1601423777,37.721184004655946,-122.39459889892504,37.77202191886148,-122.39336283503934,1601249819,612,2148,3,USD
1601423778,37.7584503389144,-122.47033360724025,37.730922422796795,-122.44526611686953,1601258674,645,1633,3,USD
1601423778,37.740014920078245,-122.45584648559739,37.73012440659385,-122.4702521787686,1601361868,384,2178,3,USD
1601423778,37.76732953745011,-122.49057160442693,37.73014621331213,-122.49487354993643,1601181797,580,1126,3,USD
1601423779,37.807983839690266,-122.40958339723298,37.75179542613846,-122.40966328781495,1601210829,1095,3239,3,USD
1601423779,37.73211601501312,-122.40183342943955,37.74264416977293,-122.48975955089898,1601344591,1160,3478,3,USD
1601423779,37.76424372205388,-122.40010786046872,37.77622592729629,-122.47311402567153,1601244866,1287,3988,3,USD
1601423780,37.773033494741426,-122.39929514631437,37.722812801562554,-122.4203520253565,1601185658,532,4240,3,USD
1601423780,37.76486573569941,-122.41690061184326,37.79092915807697,-122.48144223922854,1601119365,1343,5516,3,USD
1601423781,37.719202084939525,-122.36144832588401,37.78629562854074,-122.39935511533636,1601211527,1286,5287,7.75,USD
1601423781,37.75948375615075,-122.41767697061606,37.7667466346376,-122.51109827790822,1601296760,1441,4177,3,USD
1601423782,37.73809756897204,-122.4223569015795,37.73205854543191,-122.43191737175736,1601292575,267,770,3,USD
1601423782,37.731187001423145,-122.41495219017939,37.80019077253255,-122.39882363293476,1601121502,901,3096,3,USD
1601423782,37.716892075773714,-122.46829872759017,37.800833779419996,-122.46922057095455,1601211956,1035,3986,3,USD
1601423783,37.72264312172037,-122.49677939607027,37.78170337650107,-122.3993011491255,1601217457,1321,4688,3,USD
1601423783,37.7799326298773,-122.47743149932721,37.72660240331923,-122.38252900764948,1601103889,1662,22264,3,USD
1601423783,37.70891668541024,-122.48805157748347,37.74625498840121,-122.4961473089255,1601168407,642,,,
1601423784,37.72577885007839,-122.41101175659068,37.74583224080212,-122.41964678044397,1601184683,579,1940,3,USD
1601423784,37.73604894105685,-122.44544460469903,37.7148836205512,-122.44570347050539,1601317869,521,2241,3,USD
1601423784,37.784665376460026,-122.46214870689744,37.7279008151244,-122.39548284755702,1601160211,1372,4075,3,USD
1601423785,37.71111088792751,-122.39222914675956,37.75854544213155,-122.4484262838874,1601105869,1024,19742,3,USD
1601423785,37.741415224412485,-122.48758643293094,37.75016853114252,-122.44824288395272,1601315309,723,2059,3,USD
1601423785,37.74602571154416,-122.43285846303908,37.73453648263134,-122.499614754174,1601165718,885,3645,3,USD
1601423786,37.74901084145007,-122.3834163755706,37.725467519302825,-122.41252912622676,1601231060,602,2995,3,USD
1601423786,37.795088281710875,-122.45496321215191,37.74164301116775,-122.45260996583735,1601161357,1378,4194,3,USD
1601423786,37.72422566260058,-122.43127779831687,37.74288464160433,-122.3880416292708,1601306369,520,2017,3,USD
1601423787,37.72546895655974,-122.38549298461567,37.76824422814473,-122.41232574055489,1601343000,857,2903,3,USD
1601423787,37.775731313540504,-122.47674384948732,37.74000875858767,-122.49232762315118,1601308897,756,2200,3,USD
1601423787,37.73797038134253,-122.42461897254744,37.744028822283745,-122.42857759328575,1601157706,188,996,3,USD
1601423788,37.79103728023088,-122.40012518700301,37.712257073668646,-122.45051724250996,1601197618,970,4055,3,USD
1601423788,37.78947203849348,-122.47810959499093,37.79440709718235,-122.43898065051877,1601210723,746,2591,3,USD
1601423788,37.78105590386625,-122.47470017235133,37.762752079686024,-122.44782068484763,1601186109,741,4493,3,USD
1601423789,37.751840248860454,-122.48245842378799,37.71750095870259,-122.42891623977151,1601277469,1255,3201,3,USD
1601423789,37.729866876069366,-122.48729982143824,37.731130432587456,-122.4515133337231,1601118461,595,3033,,
1601423790,37.75094978711903,-122.46164765797165,37.732177081773074,-122.4583887949197,1601362098,341,2182,,
1601423790,37.778636335605825,-122.3949594678778,37.75900808072408,-122.40819642100658,1601310490,597,2721,3,USD
1601423790,37.769997252992184,-122.4631076875386,37.74737761015523,-122.46907365780064,1601110262,500,2686,,
1601423791,37.71990237028343,-122.49895237671392,37.73367041338324,-122.44929933625069,1601355867,862,31776,9.2,USD
1601423791,37.79209112545547,-122.39287495724263,37.78323756504424,-122.5045780918225,1601220017,1746,3888,3,USD
1601423792,37.7489391668793,-122.5056718327029,37.78884588387048,-122.4071146309993,1601184300,1700,3419,3,USD
1601423792,37.75649128336345,-122.43232917320648,37.774066945833546,-122.51120871765322,1601308385,1192,3495,3,USD
1601423792,37.76105996642999,-122.40721051143032,37.71812616761855,-122.44707243413907,1601206235,560,2670,3,USD
1601423793,37.793106864987024,-122.47010190872334,37.74175951828802,-122.44615040990838,1601243195,941,3315,3,USD
1601423793,37.770142978810206,-122.47338840432005,37.71086801014615,-122.46732668603912,1601322761,890,2489,3,USD
1601423793,37.758181340691145,-122.48818817285924,37.736634559599345,-122.48349746213204,1601175822,527,1895,3,USD
1601423794,37.7115335332517,-122.38314369375273,37.73566458217608,-122.38175171629435,1601186246,555,3032,,
1601423794,37.78141681136135,-122.4748709577765,37.78296405096195,-122.42416559681436,1601308468,733,1614,3,USD
1601423794,37.71756205201021,-122.49754571472636,37.75735832752831,-122.40011487312549,1601195878,997,17364,3,USD
1601423795,37.749359193610076,-122.50632002784842,37.733475694224474,-122.44722212179194,1601316922,977,3389,3,USD
1601423795,37.76071698131347,-122.43789151410141,37.719961699130174,-122.4399991879019,1601175118,823,2810,3,USD
1601423796,37.73392698835594,-122.50539259858698,37.72905629185099,-122.48919399415443,1601346738,404,2244,3,USD
1601423796,37.71021101061958,-122.4105527065607,37.717667524986105,-122.4881414925669,1601336295,1000,4415,3,USD
1601423796,37.78897679796702,-122.46498804183962,37.74295454770072,-122.4518274874162,1601184649,1059,4234,3,USD
1601423797,37.73433531850947,-122.45155168036344,37.77447838146677,-122.47972824674831,1601203873,929,7190,3,USD
1601423797,37.730204068291066,-122.36588376473522,37.771082341553374,-122.46797678454637,1601255176,1549,4374,3,USD
1601423797,37.73636988346243,-122.50428065609891,37.74969684431244,-122.4799424277849,1601169588,521,2579,3,USD
1601423798,37.755972544403136,-122.48056509480992,37.71091643677152,-122.47140201134793,1601259409,567,1702,3,USD
1601423798,37.777387156051084,-122.47423373762263,37.74046288443281,-122.4734876885954,1601188413,586,2343,3,USD
1601423798,37.723071403524614,-122.47687710926954,37.77325433995437,-122.38557779769961,1601283930,1209,5150,3,USD
1601423799,37.749678770068435,-122.47005643029416,37.755511326814705,-122.48528676032562,1601331318,399,1485,3,USD
1601423799,37.71684374469056,-122.39550275489903,37.738212566512864,-122.38167280194074,1601290904,612,1311,3,USD
1601423799,37.718762276569215,-122.50253559975722,37.798250542761146,-122.45905095723532,1601293687,1332,,,
1601423800,37.76915566406297,-122.49490360667883,37.76028951677896,-122.46470712860479,1601129298,610,2641,3,USD
1601423800,37.73699245184263,-122.40529159172237,37.7630852024043,-122.48208353111109,1601218601,1316,3667,3,USD
1601423800,37.779464374864475,-122.45433132593043,37.75854702685689,-122.43974062599247,1601238577,657,2604,3,USD
1601423801,37.80250302238724,-122.43581177791965,37.79914662845611,-122.3988221637091,1601261767,653,2880,3,USD
1601423801,37.714363061574524,-122.39509075477532,37.731242773093484,-122.48154076057507,1601272854,1241,4306,3,USD
1601423801,37.758468588812455,-122.40318397745322,37.74833156927769,-122.39963584554998,1601248532,486,1378,3,USD
1601423802,37.73751957484227,-122.40615210303547,37.78512396887275,-122.42497039455199,1601136833,956,2810,3,USD
1601423802,37.78736533154093,-122.40057278696948,37.73356225831456,-122.44749603064004,1601207076,779,4132,3,USD
1601423802,37.72659025257032,-122.46810778267,37.74807887988887,-122.44979100601648,1601205861,662,2555,3,USD
1601423803,37.741682228277185,-122.50245309748355,37.77987479455392,-122.43134181012898,1601294878,1354,3527,3,USD
1601423803,37.72658129511343,-122.39362822709633,37.751881096569875,-122.4033768983651,1601235026,616,2161,3,USD
1601423803,37.73087477271372,-122.44509276183766,37.73434069547556,-122.40438486620104,1601355110,394,2246,3,USD
1601423804,37.79178898596677,-122.45802819058834,37.76954565556757,-122.44717424656216,1601185293,666,2525,3,USD
1601423804,37.73863264170176,-122.4482333188638,37.74329076218015,-122.41279212117783,1601178677,681,3600,3,USD
1601423805,37.73164576272238,-122.49712595637142,37.71741723396395,-122.47645174650134,1601322199,416,1651,3,USD
1601423805,37.77163267289828,-122.48600301223033,37.79527188827969,-122.46673510269785,1601204900,747,4598,3,USD
1601423805,37.74269915848015,-122.46371436998626,37.79480191309386,-122.43272985584775,1601162680,1234,3088,3,USD
1601423806,37.77536728961865,-122.50851719146756,37.74258524474656,-122.41470180991767,1601338108,1519,4672,3,USD
1601423806,37.77792039757459,-122.42661234104224,37.749296167102,-122.47848043959671,1601309548,916,3308,3,USD
1601423806,37.79702150186642,-122.44286444342472,37.79630296253981,-122.41456677878516,1601205422,573,2379,3,USD
1601423807,37.800687986769894,-122.43299866595258,37.71195917630633,-122.49704817364234,1601219029,1471,8194,11,USD
1601423807,37.73101380226194,-122.40719554644005,37.76008988796237,-122.48741741458909,1601265173,1323,3005,3,USD
1601423807,37.77753787116435,-122.42479808316314,37.78464916432383,-122.46042414481153,1601267307,660,2274,3,USD
1601423808,37.710228450597675,-122.47663814630815,37.75414519582053,-122.49741488776957,1601136617,715,2777,3,USD
1601423808,37.78490917034943,-122.5009656848095,37.76668921650524,-122.47947029466785,1601356951,531,2665,3,USD
1601423809,37.72603811971119,-122.45869489042902,37.80636921402836,-122.47801134661091,1601284510,1210,11287,7.75,USD
1601423809,37.77971396733228,-122.42251042892038,37.79369348359184,-122.4198312061469,1601124604,359,1135,4.75,USD
1601423809,37.7590006707459,-122.42987501238088,37.77823548394102,-122.47010670985485,1601233420,1057,2810,3,USD
1601423810,37.77324423692997,-122.50071948686355,37.75439211828838,-122.39969031724856,1601237501,1309,4237,3,USD
1601423810,37.79384873361589,-122.4809430707234,37.795428571174845,-122.4243105553296,1601297495,829,2540,3,USD
1601423810,37.765627773517416,-122.39389819066632,37.729506305704874,-122.47986162330132,1601138441,828,3452,9.8,USD
1601423811,37.7605659651249,-122.41435832666193,37.7840237845255,-122.41665641410333,1601222341,642,1849,3,USD
1601423811,37.750994466942316,-122.47527571391403,37.77438002518152,-122.3853629763444,1601189745,1336,3970,3,USD
1601423811,37.741839730931446,-122.46377820403238,37.74241927870808,-122.43728016385698,1601193668,413,1725,3,USD
1601423812,37.74180660079193,-122.38470448217231,37.79015507097913,-122.42531452925485,1601244611,908,4404,3,USD
1601423812,37.75493504257458,-122.42562297807352,37.77710273962783,-122.44020340884238,1601324217,797,2392,3,USD
1601423812,37.71702214425685,-122.4656107753916,37.76414851857717,-122.42934403142247,1601260568,979,3361,3,USD
1601423813,37.7507909921235,-122.42727411895098,37.72083314717114,-122.44139963266481,1601220756,577,1924,3,USD
1601423813,37.739106381743746,-122.41363164810373,37.76095254168325,-122.39844921987692,1601144003,509,2720,3,USD
1601423813,37.77307948702688,-122.39093549473256,37.76953333499452,-122.49034853770395,1601284347,1386,4665,3,USD
1601423814,37.72863551332011,-122.46397157951935,37.73960802223029,-122.4055861721504,1601182770,616,3038,3,USD
1601423814,37.7250861095465,-122.3921049509934,37.722506312675954,-122.39329272558831,1601220518,75,313,,
1601423814,37.78711185352953,-122.47729421521657,37.75460442898127,-122.39050435206492,1601326909,1436,4621,3,USD
1601423815,37.75895191952874,-122.46149420310566,37.78213981723611,-122.43867782293584,1601200982,782,3658,3,USD
1601423815,37.73581548676505,-122.44276832842661,37.73378721904747,-122.4926437170196,1601285146,722,3694,3,USD
1601423816,37.73494981370371,-122.48444708636406,37.79720074020161,-122.45269365221607,1601310798,1063,5403,3,USD
1601423816,37.7316473495068,-122.44261493209804,37.74930733401594,-122.41341395462281,1601188625,595,2010,3,USD
1601423816,37.757997241844315,-122.47218011444926,37.748809335862326,-122.50307953942061,1601331684,583,2372,3,USD
1601423817,37.71938370151852,-122.4374047055182,37.780001419383005,-122.39816111894201,1601232326,808,3048,3,USD
1601423817,37.74852909229347,-122.43806724297336,37.71004455656212,-122.48873084181231,1601184391,1003,24215,,
1601423817,37.768452345624645,-122.40307359285393,37.73221584132196,-122.4703857540324,1601188502,971,4433,3,USD
1601423818,37.73223135161162,-122.48303924399274,37.7672851180309,-122.42501820267067,1601177056,1089,2956,3,USD
1601423818,37.758973293934474,-122.43810083085076,37.711554932834474,-122.4660949899646,1601277411,907,4695,3,USD
1601423818,37.75891489849319,-122.40665092073402,37.78461265540769,-122.38650064348647,1601178734,585,2417,3,USD
1601423819,37.75159968347814,-122.38069281213855,37.74020304698268,-122.41350584200492,1601319704,669,2549,3,USD
1601423819,37.76795905433649,-122.41882827229954,37.75029476898688,-122.37788211654907,1601262263,727,3120,3,USD
1601423820,37.717018874527156,-122.4582260636621,37.77736111636343,-122.49783190535071,1601337787,1147,3939,3,USD
1601423820,37.75452987572468,-122.50480979835129,37.74328202257698,-122.48316500533932,1601129269,451,2293,3,USD
1601423820,37.76617420770898,-122.47333597072017,37.726324963062375,-122.35980973150829,1601228062,1523,4167,3,USD
1601423821,37.808384796750026,-122.41341327273405,37.761600545225825,-122.39509226317726,1601169037,1166,3585,3,USD
1601423821,37.73386518776191,-122.39851898396267,37.72634352597543,-122.46407552963963,1601258170,697,2848,3,USD
1601423821,37.72652915246445,-122.47837781796608,37.72414969481321,-122.50058152158479,1601205378,601,2726,,
1601423822,37.80692190300842,-122.43643954680525,37.763378968090706,-122.42624145496778,1601137669,1061,2574,3,USD
1601423822,37.72997053979333,-122.50461723978938,37.75561199490243,-122.38179439330277,1601108861,1231,17346,3,USD
1601423822,37.73530063515608,-122.5031091557731,37.72574187725237,-122.48274543431413,1601161465,417,1712,3,USD
1601423823,37.756921532286874,-122.50627858965127,37.77552945372957,-122.4379140869579,1601129683,951,2482,3,USD
1601423823,37.78434214462307,-122.45047129775868,37.75454626465518,-122.43929790167414,1601120347,743,2793,3,USD
1601423823,37.73755556433884,-122.4977196928326,37.80249019953487,-122.45765236083348,1601193388,1038,4654,3,USD
